alloc_unfairness,governability,inequality,people_noncompliance,satisf_clique,satisf_people
1.0,0.6,0.08199614478474915,0.19761999999999993,0.99,0.9197499999999998
1.0,0.76,0.11779876252944449,0.1962153599999999,0.9810000000000001,0.8574024999999998
1.0,0.84,0.14660098700489496,0.19532658289499996,0.9728999999999999,0.8065164999999999
1.0,0.88,0.18191923952748915,0.1971944585520999,0.9656100000000001,0.7632076449999998
1.0,0.76,0.2106954163888301,0.19953091544975293,0.959049,0.7177941805000001
1.0,0.84,0.22688579370731812,0.20013551771966376,0.9431441000000002,0.6850507952000001
1.0,0.6,0.25507507191076895,0.20575031112024136,0.9188296900000001,0.6507702246825001
1.0,0.8,0.2634661448031309,0.2085676613003892,0.9069467210000001,0.6241873801990253
1.0,0.88,0.26561207594965136,0.21040097450510703,0.9062520489000001,0.5989283799913975
1.0,0.76,0.2808764182763797,0.2141505324254088,0.89562684401,0.5754375954795328
1.0,0.8,0.3035257088976748,0.21782249217850583,0.896064159609,0.5533634389414914
1.0,0.8,0.3138250575630334,0.21956590338770487,0.8764577436481001,0.5408000536730184
1.0,0.88,0.3384113578420955,0.22219095012509346,0.8888119692832902,0.5212003564358072
1.0,0.72,0.3580205461826095,0.2257504109686653,0.8699307723549611,0.5102447047627103
1.0,0.96,0.3853702458915322,0.22552934917684153,0.8729376951194648,0.49922023428643925
1.0,0.92,0.39495471681033023,0.22713173016336669,0.8856439256075184,0.48480929894954156
1.0,0.8,0.3833875343439694,0.2289086998444096,0.8670795330467665,0.4789717258699694
1.0,0.72,0.392572455849441,0.23356368150332368,0.86037157974209,0.468664276808489
1.0,0.84,0.41278885265149,0.2351674826323331,0.8543344217678811,0.4628832960338979
1.0,0.88,0.4120382409729748,0.23592369690243706,0.8489009795910928,0.45784113719199204
1.0,0.64,0.3877183770837456,0.2397393193945224,0.8140108816319837,0.45780927815694444
1.0,0.84,0.3982265052986167,0.24056252481661514,0.8026097934687852,0.45601195118168275
1.0,0.8,0.4050890604277528,0.24227519074601092,0.7923488141219067,0.4538441802402195
1.0,0.76,0.3954628692865979,0.24376430821629738,0.7731139327097158,0.454320280912896
1.0,0.84,0.40818376091343445,0.24545070944601818,0.7758025394387444,0.4497032971655465
1.0,0.8,0.3913931666342495,0.24794744142234243,0.77822228549487,0.4440456900911074
1.0,0.72,0.3610471139589615,0.24961268742833562,0.7504000569453829,0.4477398637318547
1.0,0.76,0.3845221392656885,0.2541712908858399,0.7653600512508446,0.4388543737221721
1.0,0.76,0.35648120842395775,0.2566316659277573,0.7588240461257603,0.4368716647864872
1.0,0.72,0.32042965697095677,0.2581992218758872,0.7329416415131842,0.44115943078859876
1.0,0.6799999999999999,0.3478825582372787,0.2633978680395992,0.7396474773618656,0.4337916932403667
1.0,0.76,0.3500091980069912,0.26400982359126285,0.7156827296256794,0.43958001048048334
1.0,0.84,0.33349026687053657,0.2637919451585441,0.7041144566631112,0.4431220094324349
1.0,0.64,0.35985641493465853,0.2680849172523001,0.6937030109968001,0.44201306291212983
1.0,0.84,0.37980604047976396,0.2704850316997304,0.7143327098971202,0.43407128712427107
1.0,0.6,0.355685692502923,0.2741834306876754,0.6828994389074081,0.439120803070247
1.0,0.72,0.3710500961727665,0.27658496774318464,0.6746094950166672,0.44043668825213933
1.0,0.84,0.3650581392564178,0.2771012559009321,0.6771485455150007,0.44060399888232904
1.0,0.8,0.40181197758543535,0.27865456755161727,0.6794336909635005,0.4393064221853235
1.0,0.64,0.3713141264966968,0.2810955355920949,0.6514903218671505,0.4448353788562671
1.0,0.6799999999999999,0.36508140751231877,0.28450985399008116,0.6463412896804355,0.4435201283350267
1.0,0.72,0.366081285249813,0.2888511215039514,0.661707160712392,0.43554933379151234
1.0,0.6,0.3665387284713688,0.2922929868987717,0.6355364446411527,0.441727930814384
1.0,0.56,0.34656210293570994,0.2971675512620117,0.6219828001770374,0.4407554178415343
1.0,0.72,0.32144749715296184,0.29864635388745264,0.6097845201593338,0.44479996935329674
1.0,0.76,0.3084724168280539,0.2983889775751969,0.5888060681434003,0.452819972417967
1.0,0.92,0.3125623912269657,0.29812317663805704,0.6099254613290606,0.45003797517617034
1.0,0.76,0.30849330795399615,0.30129800988559274,0.6289329151961545,0.4432958244120321
1.0,0.76,0.2876760028606872,0.301805122398601,0.6160396236765389,0.4474700207358895
