alloc_unfairness,governability,inequality,people_noncompliance,satisf_clique,satisf_people
0.25,0.5909090909090908,0.07645828888414637,0.29715999999999987,0.95,0.9342499999999999
0.2575,0.6818181818181819,0.11352526127059512,0.29431092000000014,0.9150000000000003,0.8714024999999997
0.264925,0.7727272727272727,0.13558148291886163,0.29220077173500003,0.8835000000000001,0.8188244999999998
0.27227575000000004,0.8181818181818181,0.1358012972410043,0.29047891956074984,0.8551500000000001,0.7746718499999998
0.27955299250000004,0.7727272727272727,0.13871629822300335,0.28914040120847045,0.8196350000000001,0.7415583124999999
0.28675746257500007,0.6363636363636364,0.18152396581655253,0.28603090573535395,0.7976715000000001,0.6996580521750001
0.2938898879492501,0.6818181818181819,0.1931862949233111,0.2840017720149671,0.76790435,0.6710593531325001
0.3009509890697576,0.8636363636363636,0.22391376148155628,0.283029996452631,0.7511139150000001,0.6485680358192502
0.30794147917906,0.6818181818181819,0.22687610458171717,0.2820690708663202,0.6960025235000001,0.6382293105673252
0.31486206438726944,0.5454545454545454,0.22458436994678352,0.2797674702661001,0.65640227115,0.6200836925845578
0.3217134437433967,0.7272727272727273,0.23399213769812507,0.2781508248740547,0.6407620440350001,0.601734968827003
0.32849630930596274,0.7272727272727273,0.26765953943621046,0.27743349499142433,0.6366858396315,0.5834801142659042
0.3352113462129031,0.6363636363636364,0.2560804519955236,0.2758205235436261,0.6030172556683502,0.5745142666248798
0.34185923275077407,0.7727272727272727,0.2807698776435506,0.2741567501561965,0.6027155301015151,0.5599946872597329
0.34844064042326633,0.9545454545454546,0.2640691678466882,0.27478763494042513,0.6024439770913637,0.547906436612524
0.3549562340190337,0.6818181818181819,0.22817496370036305,0.2724492192660128,0.6021995793822272,0.5319047360456843
0.3614066716788434,0.7272727272727273,0.24617133414628187,0.2705420417604865,0.6019796214440045,0.5198913359832945
0.36779260496205496,0.9090909090909091,0.25365301966997306,0.27115831670851576,0.6017816592996041,0.5144853525664426
0.37411467891243444,0.7727272727272727,0.25614158767977263,0.27025521739092306,0.5816034933696437,0.5131219261206785
0.3803735321233101,0.7727272727272727,0.27010109738423427,0.27125036247939643,0.5834431440326793,0.5054598285408987
0.386569796802077,0.8636363636363636,0.2774978245181278,0.2702994653882557,0.5850988296294115,0.5002092593617087
0.3927040988340562,0.8181818181818181,0.23277831382376069,0.2690754986107594,0.5865889466664702,0.49319568493480465
0.39877705784571565,0.5909090909090908,0.23577081109287548,0.2684809368757542,0.5579300519998233,0.49389804190620445
0.4047892872672585,0.9130434782608696,0.2428425238838071,0.26752688574596395,0.5721370467998409,0.4844533321697059
0.4107413943945859,0.782608695652174,0.2583965929693728,0.26843127084990487,0.584923342119857,0.4770140686403039
0.41663398045064004,0.6521739130434783,0.27853353711496015,0.2687277005062856,0.5864310079078712,0.4706444462509613
0.4224676406461336,0.6956521739130435,0.28427259424973705,0.2684343680984125,0.577787907117084,0.46929450343453033
0.4282429642396723,0.6521739130434783,0.3084770862582674,0.26866352901596563,0.5800091164053758,0.4641079366055978
0.43396053459727557,0.6521739130434783,0.30130521296935997,0.269259464475141,0.572008204764838,0.46274148689815914
0.4396209292513028,0.8695652173913043,0.2926393055488742,0.2699663229437682,0.5748073842883543,0.4631351704032521
0.44522471995878976,0.8260869565217391,0.29694384222003806,0.2687953745472812,0.587326645859519,0.45850149308449606
0.45077247275920185,0.782608695652174,0.29983919167003603,0.2701208344234683,0.588593981273567,0.4571915385288535
0.4562647480316098,0.7391304347826086,0.29567612369356416,0.2702299202963487,0.5797345831462104,0.45758932655879103
0.46170210055129374,0.8260869565217391,0.28481228761539584,0.270024034784705,0.5617611248315892,0.464330393902912
0.4670850795457808,0.782608695652174,0.2705401543408292,0.27006604983072546,0.5655850123484304,0.46188713998027753
0.472414228750323,0.7391304347826086,0.290191245583716,0.2710262045041981,0.5690265111135874,0.45933714310365437
0.4776900864628198,0.782608695652174,0.2654452050265342,0.2707873127609738,0.5421238600022286,0.4684034287932888
0.48291318559819163,0.782608695652174,0.2707644579944429,0.2711380698051847,0.5379114740020057,0.46939511360446196
0.4880840537422097,0.6521739130434783,0.28135706828606755,0.2736441235836649,0.5441203266018053,0.46417088860131417
0.4932032132047876,0.6521739130434783,0.26522239469615605,0.27249439431913225,0.5197082939416247,0.4689383734968133
0.4982711810727397,0.5217391304347826,0.2869208690401642,0.27550843032463257,0.5277374645474622,0.46000508516580235
0.5032884692620123,0.6956521739130435,0.28984690208647074,0.2769068964070024,0.514963718092716,0.4630735771624487
0.5082555845693921,0.8695652173913043,0.2851287893898918,0.27666953668390104,0.5134673462834445,0.46676621944620383
0.5131730287236982,0.782608695652174,0.26436343209955343,0.2776586536563327,0.5221206116550999,0.46484682876039496
0.5180412984364612,0.6521739130434783,0.282470058851205,0.27873713620827656,0.50990855048959,0.4671955215702542
0.5228608854520965,0.6956521739130435,0.2912697950598322,0.2784515656729857,0.5089176954406309,0.4660863691387284
0.5276322765975756,0.8260869565217391,0.292212529642415,0.2785650562175957,0.528025925896568,0.4609152067250123
0.5323559538315998,0.6521739130434783,0.27924402615391153,0.27984092080209844,0.5052233333069112,0.4672446098200288
0.5370323942932839,0.8260869565217391,0.2619772525123658,0.28236534258119017,0.52470099997622,0.4625005934562031
0.5416620703503511,0.7391304347826086,0.24981517151687765,0.2818445897833107,0.502230899978598,0.4699353442230391
0.5462454496468476,0.7391304347826086,0.2687436251900185,0.28128203162195065,0.5120078099807382,0.465818344452157
0.5507829951503792,0.6956521739130435,0.2626630020389303,0.28238423368756677,0.5008070289826645,0.4687414245528617
0.5552751651988754,0.6521739130434783,0.29060191338371666,0.2863545207013103,0.500726326084398,0.46731949796179
0.5597224135468867,0.4782608695652174,0.27961387737561033,0.2874186983073848,0.4806536934759583,0.46740263733946463
0.5641251894114178,0.6521739130434783,0.3042624059027192,0.291884919723126,0.5025883241283624,0.45903491710885874
0.5684839375173036,0.7391304347826086,0.2904369141740868,0.29305961006576964,0.4923294917155262,0.4640761603929895
0.5727990981421306,0.6521739130434783,0.3014593183059157,0.29726529827398085,0.49309654254397356,0.46294830856419517
0.5770711071607093,0.7391304347826086,0.32350623968481457,0.2989052828886608,0.5137868882895762,0.4570533753660304
0.5813003960891022,0.6956521739130435,0.33222467218437424,0.30169427074452565,0.5224081994606186,0.454446483543126
0.5854873921282112,0.8695652173913043,0.3087014440863918,0.30307591703187164,0.5401673795145567,0.4522417577358572
0.5896325182069291,0.782608695652174,0.3084779088446215,0.305140833473832,0.556150641563101,0.4478296682431512
0.5937361930248598,0.7391304347826086,0.3143767323913091,0.30723880870974735,0.550535577406791,0.45083621447149
0.5977988310946112,0.6956521739130435,0.3330245570071664,0.30903835779428834,0.5654820196661119,0.44111352304227214
0.6018208427836651,0.625,0.32253207859275435,0.3113932713823929,0.5689338176995008,0.4390338463783565
0.6058026343558285,0.625,0.30680608771012663,0.3125242086100816,0.5420404359295506,0.4472139191705141
0.6097446080122702,0.6666666666666667,0.30741141510958536,0.31396068626910695,0.5378363923365956,0.4489478219455507
0.6136471619321474,0.875,0.2959296337317288,0.31375423932428975,0.564052753102936,0.44006915556668436
0.6175106903128259,0.6666666666666667,0.3123470498934395,0.3174278927881745,0.5676474777926426,0.43900102277099967
0.6213355834096976,0.9583333333333334,0.32162245407209583,0.3171208248290024,0.5908827300133782,0.43760092049389987
0.6251222275756007,0.625,0.32158945925701743,0.31994443432555647,0.6017944570120404,0.4325160925793301
0.6288710052998446,0.5833333333333333,0.3245485328219669,0.32316755117341145,0.5916150113108364,0.43302659817507533
0.6325822952468462,0.75,0.32862729841309113,0.325232395669283,0.5924535101797527,0.43457968300041677
0.6362564722943778,0.6666666666666667,0.34693953074580436,0.3305586205015271,0.6132081591617775,0.4272954767488197
0.6398939075714339,0.6666666666666667,0.3170953029125025,0.33375309654314544,0.6018873432455999,0.43154171666330415
0.6434949684957196,0.7083333333333333,0.2987300132340583,0.3352492832753561,0.5816986089210399,0.4385998675798132
0.6470600188107625,0.875,0.3146004174151006,0.3362991357702585,0.6035287480289357,0.4358058548916458
0.6505894186226548,0.7083333333333333,0.3252668242713251,0.3374470285052755,0.5831758732260421,0.44344652039344046
0.6540835244364283,0.7916666666666666,0.345057834195289,0.337496482560668,0.584858285903438,0.44439887103294307
0.6575426891920639,0.6666666666666667,0.3579386101910102,0.3409915451591421,0.5863724573130943,0.44295172088128
0.6609672623001432,0.7083333333333333,0.35222128019166565,0.34208819132937374,0.5677352115817847,0.4493889768226043
0.6643575896771419,0.75,0.3544877807808608,0.3446690774434885,0.5809616904236063,0.44580406651004223
0.6677140137803704,0.5416666666666667,0.327234581160874,0.347166244812498,0.5328655213812457,0.45853373401866626
0.6710368736425667,0.6666666666666667,0.3359570686043106,0.3492327524181026,0.5195789692431212,0.4633174249524846
0.674326504906141,0.625,0.30674496805100554,0.3484931845935092,0.507621072318809,0.4642736993353469
0.6775832398570796,0.5833333333333333,0.2871777552168055,0.3506626330835186,0.47685896508692815,0.4727029039490767
0.6808074074585088,0.625,0.2579548785365224,0.35267628629460224,0.45917306857823526,0.47702296918098874
0.6839993333839237,0.625,0.2749056867004472,0.35575297067287465,0.46325576172041183,0.47411858449643285
0.6871593400500845,0.6666666666666667,0.2624889050971088,0.35867727698678054,0.4669301855483707,0.47264591969537467
0.6902877466495837,0.75,0.26612286820961023,0.36076241728198244,0.48023716699353364,0.47007220884288187
0.6933848691830878,0.5416666666666667,0.26971730139258654,0.3625289388486988,0.45221345029418025,0.4763953089177499
0.696451020491257,0.5416666666666667,0.28370009739586427,0.366163833044859,0.4369921052647623,0.4789367737464154
0.6994865102863443,0.7916666666666666,0.278716765191211,0.3673993755867172,0.45329289473828605,0.47674914677120583
0.702491645183481,0.6666666666666667,0.2973359418403778,0.37008595018986257,0.4779636052644574,0.4674022080479047
0.7054667287316462,0.625,0.2868635649035728,0.3724866406502326,0.47016724473801175,0.4685045131178235
0.7084120614443297,0.75,0.23811874679239148,0.373695844963572,0.4731505202642105,0.46922051665336034
0.7113279408298864,0.5833333333333333,0.24718393795985635,0.3763482306470205,0.4558354682377894,0.4733440032143369
